STF,FqFm
2141,0.393
2142,0.394
2143,0.392
2144,0.392
2145,0.392
2146,0.392
2147,0.392
2148,0.392
2149,0.391
2150,0.392
2151,0.51
2152,0.464
2153,0.468
2154,0.471
2155,0.47
2156,0.467
2157,0.459
2158,0.456
2159,0.45
2160,0.446
2161,0.441
2162,0.437
2163,0.433
2164,0.429
2165,0.426
2166,0.423
2167,0.419
2168,0.417
2169,0.414
2170,0.411
2171,0.41
2172,0.408
2173,0.408
2174,0.405
2175,0.406
2176,0.404
2177,0.402
2178,0.402
2179,0.401
2180,0.4
2181,0.398
2182,0.399
2183,0.398
2184,0.398
2185,0.396
2186,0.397
2187,0.396
2188,0.395
2189,0.395
2190,0.395
2191,0.395
2192,0.393
2193,0.394
2194,0.392
2195,0.393
2196,0.392
2197,0.393
2198,0.391
2199,0.391
2200,0.392
2201,0.51
2202,0.465
2203,0.467
2204,0.471
2205,0.471
2206,0.467
2207,0.461
2208,0.456
2209,0.451
2210,0.446
2211,0.443
2212,0.438
2213,0.433
2214,0.429
2215,0.427
2216,0.422
2217,0.419
2218,0.417
2219,0.415
2220,0.414
2221,0.411
2222,0.408
2223,0.408
2224,0.406
2225,0.405
2226,0.404
2227,0.403
2228,0.402
2229,0.401
2230,0.402
2231,0.399
2232,0.399
2233,0.398
2234,0.398
2235,0.398
2236,0.397
2237,0.396
2238,0.397
2239,0.397
2240,0.395
2241,0.395
2242,0.395
2243,0.395
2244,0.394
2245,0.392
2246,0.393
2247,0.392
2248,0.392
2249,0.392
2250,0.392
2251,0.511
2252,0.466
2253,0.468
2254,0.472
2255,0.472
2256,0.467
2257,0.461
2258,0.456
2259,0.452
2260,0.447
2261,0.442
2262,0.438
2263,0.435
2264,0.431
2265,0.428
2266,0.422
2267,0.421
2268,0.418
2269,0.416
2270,0.414
2271,0.413
2272,0.409
2273,0.408
2274,0.406
2275,0.406
2276,0.404
2277,0.403
2278,0.403
2279,0.402
2280,0.402
2281,0.4
2282,0.399
2283,0.398
2284,0.398
2285,0.398
2286,0.398
2287,0.399
2288,0.396
2289,0.396
2290,0.396
2291,0.396
2292,0.395
2293,0.394
2294,0.394
2295,0.394
2296,0.393
2297,0.394
2298,0.392
2299,0.392
2300,0.392
2301,0.509
2302,0.465
2303,0.469
2304,0.473
2305,0.472
2306,0.468
2307,0.461
2308,0.456
2309,0.452
2310,0.448
2311,0.443
2312,0.439
2313,0.435
2314,0.432
2315,0.428
2316,0.424
2317,0.422
2318,0.417
2319,0.417
2320,0.415
2321,0.411
2322,0.411
2323,0.408
2324,0.408
2325,0.406
2326,0.405
2327,0.403
2328,0.403
2329,0.401
2330,0.4
2331,0.401
2332,0.4
2333,0.4
2334,0.399
2335,0.398
2336,0.397
2337,0.397
2338,0.397
2339,0.396
2340,0.397
2341,0.396
2342,0.395
2343,0.396
2344,0.395
2345,0.395
2346,0.393
2347,0.394
2348,0.392
2349,0.393
2350,0.392
2351,0.511
2352,0.466
2353,0.468
2354,0.473
2355,0.472
2356,0.468
2357,0.462
2358,0.458
2359,0.453
2360,0.448
2361,0.444
2362,0.44
2363,0.436
2364,0.432
2365,0.429
2366,0.425
2367,0.422
2368,0.42
2369,0.417
2370,0.415
2371,0.414
2372,0.411
2373,0.41
2374,0.409
2375,0.407
2376,0.406
2377,0.405
2378,0.403
2379,0.403
2380,0.401
2381,0.401
2382,0.4
2383,0.399
2384,0.399
2385,0.399
2386,0.399
2387,0.397
2388,0.398
2389,0.397
2390,0.395
2391,0.397
2392,0.397
2393,0.396
2394,0.395
2395,0.396
2396,0.394
2397,0.394
2398,0.394
2399,0.394
2400,0.394
2401,0.51
2402,0.467
2403,0.47
2404,0.474
2405,0.473
2406,0.468
2407,0.462
2408,0.459
2409,0.453
2410,0.449
2411,0.445
2412,0.44
2413,0.436
2414,0.433
2415,0.429
2416,0.425
2417,0.423
2418,0.42
2419,0.418
2420,0.417
2421,0.413
2422,0.413
2423,0.411
2424,0.409
2425,0.408
2426,0.406
2427,0.405
2428,0.404
2429,0.404
2430,0.402
2431,0.401
2432,0.401
2433,0.4
2434,0.4
2435,0.399
2436,0.399
2437,0.399
2438,0.398
2439,0.396
2440,0.397
2441,0.397
2442,0.396
2443,0.395
2444,0.395
2445,0.395
2446,0.395
2447,0.394
2448,0.394
2449,0.395
2450,0.393
2451,0.511
2452,0.467
2453,0.469
2454,0.473
2455,0.473
2456,0.468
2457,0.462
2458,0.458
2459,0.454
2460,0.449
2461,0.446
2462,0.442
2463,0.437
2464,0.434
2465,0.431
2466,0.426
2467,0.423
2468,0.421
2469,0.42
2470,0.416
2471,0.414
2472,0.413
2473,0.411
2474,0.409
2475,0.409
2476,0.408
2477,0.405
2478,0.405
2479,0.405
2480,0.403
2481,0.402
2482,0.401
2483,0.4
2484,0.4
2485,0.4
2486,0.4
2487,0.398
2488,0.398
2489,0.399
2490,0.397
2491,0.397
2492,0.397
2493,0.396
2494,0.396
2495,0.396
2496,0.394
2497,0.395
2498,0.394
2499,0.393
2500,0.393
2501,0.512
2502,0.467
2503,0.47
2504,0.473
2505,0.474
2506,0.468
2507,0.463
2508,0.459
2509,0.455
2510,0.451
2511,0.446
2512,0.442
2513,0.438
2514,0.434
2515,0.431
2516,0.428
2517,0.424
2518,0.422
2519,0.419
2520,0.417
2521,0.415
2522,0.413
2523,0.412
2524,0.409
2525,0.409
2526,0.408
2527,0.407
2528,0.407
2529,0.404
2530,0.403
2531,0.403
2532,0.402
2533,0.402
2534,0.402
2535,0.401
2536,0.4
2537,0.399
2538,0.399
2539,0.398
2540,0.398
2541,0.398
2542,0.397
2543,0.397
2544,0.396
2545,0.396
2546,0.396
2547,0.396
2548,0.395
2549,0.395
2550,0.394
2551,0.512
2552,0.468
2553,0.47
2554,0.473
2555,0.474
2556,0.47
2557,0.464
2558,0.458
2559,0.454
2560,0.451
2561,0.447
2562,0.443
2563,0.439
2564,0.435
2565,0.433
2566,0.428
2567,0.425
2568,0.423
2569,0.421
2570,0.418
2571,0.416
2572,0.414
2573,0.411
2574,0.41
2575,0.409
2576,0.408
2577,0.406
2578,0.406
2579,0.405
2580,0.404
2581,0.403
2582,0.402
2583,0.402
2584,0.4
2585,0.4
2586,0.4
2587,0.4
2588,0.398
2589,0.398
2590,0.398
2591,0.398
2592,0.397
2593,0.396
2594,0.396
2595,0.398
2596,0.395
2597,0.396
2598,0.396
2599,0.395
2600,0.395
2601,0.511
2602,0.468
2603,0.471
2604,0.475
2605,0.473
2606,0.47
2607,0.465
2608,0.46
2609,0.455
2610,0.451
2611,0.447
2612,0.443
2613,0.439
2614,0.435
2615,0.432
2616,0.43
2617,0.426
2618,0.424
2619,0.42
2620,0.419
2621,0.417
2622,0.414
2623,0.413
2624,0.411
2625,0.41
2626,0.409
2627,0.406
2628,0.406
2629,0.405
2630,0.404
2631,0.404
2632,0.402
2633,0.403
2634,0.402
2635,0.4
2636,0.401
2637,0.401
2638,0.399
2639,0.399
2640,0.398
2641,0.398
2642,0.397
2643,0.397
2644,0.397
2645,0.396
2646,0.396
2647,0.396
2648,0.397
2649,0.394
2650,0.396
2651,0.512
2652,0.469
2653,0.471
2654,0.476
2655,0.474
2656,0.471
2657,0.465
2658,0.46
2659,0.456
2660,0.451
2661,0.448
2662,0.443
2663,0.44
2664,0.436
2665,0.432
2666,0.429
2667,0.427
2668,0.423
2669,0.421
2670,0.419
2671,0.416
2672,0.415
2673,0.414
2674,0.412
2675,0.411
2676,0.409
2677,0.408
2678,0.408
2679,0.406
2680,0.405
2681,0.404
2682,0.403
2683,0.403
2684,0.402
2685,0.401
2686,0.4
2687,0.401
2688,0.4
2689,0.4
2690,0.399
2691,0.398
2692,0.398
2693,0.397
2694,0.397
2695,0.396
2696,0.397
2697,0.397
2698,0.396
2699,0.397
2700,0.396
2701,0.511
2702,0.469
2703,0.471
2704,0.476
2705,0.475
2706,0.471
2707,0.465
2708,0.46
2709,0.456
2710,0.453
2711,0.449
2712,0.444
2713,0.44
2714,0.437
2715,0.433
2716,0.43
2717,0.427
2718,0.424
2719,0.422
2720,0.42
2721,0.419
2722,0.415
2723,0.414
2724,0.413
2725,0.412
2726,0.409
2727,0.408
2728,0.408
2729,0.406
2730,0.405
2731,0.404
2732,0.402
2733,0.404
2734,0.403
2735,0.402
2736,0.402
2737,0.401
2738,0.4
2739,0.399
2740,0.399
2741,0.399
2742,0.399
2743,0.398
2744,0.398
2745,0.398
2746,0.397
2747,0.397
2748,0.396
2749,0.396
2750,0.396
2751,0.512
2752,0.468
2753,0.471
2754,0.475
2755,0.475
2756,0.471
2757,0.466
2758,0.461
2759,0.457
2760,0.453
2761,0.449
2762,0.444
2763,0.44
2764,0.436
2765,0.434
2766,0.43
2767,0.428
2768,0.425
2769,0.423
2770,0.421
2771,0.418
2772,0.415
2773,0.415
2774,0.413
2775,0.411
2776,0.411
2777,0.409
2778,0.408
2779,0.407
2780,0.406
2781,0.406
2782,0.404
2783,0.405
2784,0.403
2785,0.402
2786,0.401
2787,0.401
2788,0.4
2789,0.401
2790,0.399
2791,0.399
2792,0.399
2793,0.399
2794,0.398
2795,0.397
2796,0.398
2797,0.397
2798,0.398
2799,0.397
2800,0.396
2801,0.513
2802,0.469
2803,0.471
2804,0.476
2805,0.474
2806,0.47
2807,0.465
2808,0.461
2809,0.457
2810,0.453
2811,0.45
2812,0.445
2813,0.442
2814,0.438
2815,0.433
2816,0.431
2817,0.428
2818,0.426
2819,0.423
2820,0.419
2821,0.418
2822,0.418
2823,0.415
2824,0.413
2825,0.412
2826,0.41
2827,0.409
2828,0.407
2829,0.407
2830,0.407
2831,0.405
2832,0.405
2833,0.404
2834,0.403
2835,0.404
2836,0.401
2837,0.403
2838,0.4
2839,0.401
2840,0.4
2841,0.399
2842,0.399
2843,0.399
2844,0.398
2845,0.398
2846,0.398
2847,0.398
2848,0.398
2849,0.397
2850,0.396
2851,0.512
2852,0.469
2853,0.472
2854,0.475
2855,0.476
2856,0.471
2857,0.466
2858,0.463
2859,0.457
2860,0.453
2861,0.45
2862,0.446
2863,0.442
2864,0.439
2865,0.435
2866,0.432
2867,0.429
2868,0.426
2869,0.424
2870,0.421
2871,0.42
2872,0.417
2873,0.416
2874,0.414
2875,0.412
2876,0.411
2877,0.41
2878,0.41
2879,0.408
2880,0.407
2881,0.407
2882,0.405
2883,0.404
2884,0.403
2885,0.403
2886,0.403
2887,0.402
2888,0.403
2889,0.401
2890,0.4
2891,0.399
2892,0.399
2893,0.399
2894,0.399
2895,0.399
2896,0.398
2897,0.398
2898,0.398
2899,0.396
2900,0.397
2901,0.513
2902,0.47
2903,0.472
2904,0.476
2905,0.476
2906,0.471
2907,0.466
2908,0.462
2909,0.458
2910,0.455
2911,0.45
2912,0.446
2913,0.443
2914,0.439
2915,0.437
2916,0.433
2917,0.43
2918,0.426
2919,0.425
2920,0.422
2921,0.42
2922,0.418
2923,0.417
2924,0.415
2925,0.413
2926,0.412
2927,0.41
2928,0.41
2929,0.408
2930,0.407
2931,0.406
2932,0.405
2933,0.405
2934,0.405
2935,0.403
2936,0.403
2937,0.402
2938,0.402
2939,0.401
2940,0.401
2941,0.401
2942,0.4
2943,0.399
2944,0.4
2945,0.399
2946,0.399
2947,0.398
2948,0.398
2949,0.399
2950,0.398
2951,0.512
2952,0.469
2953,0.473
2954,0.477
2955,0.476
2956,0.471
2957,0.466
2958,0.462
2959,0.457
2960,0.455
2961,0.451
2962,0.447
2963,0.443
2964,0.439
2965,0.436
2966,0.434
2967,0.431
2968,0.427
2969,0.425
2970,0.422
2971,0.42
2972,0.419
2973,0.416
2974,0.415
2975,0.414
2976,0.412
2977,0.411
2978,0.411
2979,0.408
2980,0.408
2981,0.408
2982,0.407
2983,0.406
2984,0.404
2985,0.404
2986,0.403
2987,0.402
2988,0.401
2989,0.402
2990,0.401
2991,0.401
2992,0.4
2993,0.4
2994,0.399
2995,0.398
2996,0.398
2997,0.399
2998,0.399
2999,0.399
3000,0.398
